order_number,product_id,customer_id,order_date,quantity,price,shipping_date,due_date,sales_amount,store_id
SO74231,4019,27001,5/18/2023,4,106,5/20/2023,6/1/2023,424,86
SO74232,3212,27708,7/2/2023,5,912,7/4/2023,7/16/2023,4560,22
SO74233,3065,31479,10/29/2023,5,687,10/31/2023,11/12/2023,3435,57
SO74234,4986,20499,4/5/2023,4,900,4/7/2023,4/19/2023,3600,57
SO74235,3607,21435,5/15/2023,2,989,5/17/2023,5/29/2023,1978,81
SO74236,3292,10863,12/11/2023,4,513,12/13/2023,12/25/2023,2052,87
SO74237,1370,10278,5/22/2023,5,208,5/24/2023,6/5/2023,1040,42
SO74238,1565,29762,6/2/2023,2,115,6/4/2023,6/16/2023,230,24
SO74239,5370,28121,7/4/2023,3,297,7/6/2023,7/18/2023,891,15
SO74240,1712,14212,1/1/2023,4,109,1/3/2023,1/15/2023,436,25
SO74241,3654,31745,12/8/2023,1,513,12/10/2023,12/22/2023,513,18
SO74242,1413,14534,8/18/2023,3,904,8/20/2023,9/1/2023,2712,56
SO74243,758,20756,5/23/2023,3,497,5/25/2023,6/6/2023,1491,82
SO74244,4414,24500,3/21/2023,4,571,3/23/2023,4/4/2023,2284,52
SO74245,5056,10836,11/9/2023,4,622,11/11/2023,11/23/2023,2488,18
SO74246,2272,26473,10/10/2023,1,991,10/12/2023,10/24/2023,991,56
SO74247,4474,22716,7/15/2023,1,140,7/17/2023,7/29/2023,140,87
SO74248,3030,17471,7/20/2023,1,422,7/22/2023,8/3/2023,422,12
SO74249,4764,18403,12/5/2023,5,152,12/7/2023,12/19/2023,760,99
SO74250,3361,26270,7/24/2023,3,666,7/26/2023,8/7/2023,1998,46
SO74251,2807,30720,8/28/2023,3,520,8/30/2023,9/11/2023,1560,8
SO74252,5083,15779,12/11/2023,1,499,12/13/2023,12/25/2023,499,73
SO74253,2177,17139,5/2/2023,5,731,5/4/2023,5/16/2023,3655,69
SO74254,4802,19113,6/22/2023,3,687,6/24/2023,7/6/2023,2061,27
SO74255,1098,29921,5/12/2023,2,525,5/14/2023,5/26/2023,1050,49
SO74256,4370,22079,2/2/2023,5,874,2/4/2023,2/16/2023,4370,17
SO74257,792,24272,5/13/2023,5,70,5/15/2023,5/27/2023,350,69
SO74258,2518,10218,3/19/2023,3,198,3/21/2023,4/2/2023,594,33
SO74259,1724,23732,10/9/2023,3,971,10/11/2023,10/23/2023,2913,65
SO74260,2324,25864,10/26/2023,2,150,10/28/2023,11/9/2023,300,87
SO74261,4383,19967,6/1/2023,4,361,6/3/2023,6/15/2023,1444,94
SO74262,666,13649,8/27/2023,1,375,8/29/2023,9/10/2023,375,70
SO74263,2334,14815,2/14/2023,1,661,2/16/2023,2/28/2023,661,13
SO74264,5218,31734,2/1/2023,3,686,2/3/2023,2/15/2023,2058,1
SO74265,3659,20082,12/13/2023,4,147,12/15/2023,12/27/2023,588,62
SO74266,2397,27999,12/19/2023,5,245,12/21/2023,1/2/2024,1225,95
SO74267,2417,24212,8/27/2023,2,308,8/29/2023,9/10/2023,616,52
SO74268,2523,18399,1/18/2023,5,86,1/20/2023,2/1/2023,430,4
SO74269,5198,23261,5/21/2023,2,888,5/23/2023,6/4/2023,1776,76
SO74270,1583,32192,12/26/2023,3,766,12/28/2023,1/9/2024,2298,15
SO74271,4242,11528,2/16/2023,1,995,2/18/2023,3/2/2023,995,45
SO74272,624,21757,3/28/2023,2,98,3/30/2023,4/11/2023,196,27
SO74273,3359,21640,11/4/2023,1,410,11/6/2023,11/18/2023,410,96
SO74274,4317,15957,6/4/2023,5,856,6/6/2023,6/18/2023,4280,67
SO74275,4338,33951,1/23/2023,1,375,1/25/2023,2/6/2023,375,47
SO74276,1033,14194,12/29/2023,5,400,12/31/2023,1/12/2024,2000,21
SO74277,5075,20952,1/16/2023,1,955,1/18/2023,1/30/2023,955,23
SO74278,1315,26694,7/24/2023,4,953,7/26/2023,8/7/2023,3812,49
SO74279,1577,31265,3/20/2023,1,78,3/22/2023,4/3/2023,78,87
SO74280,4874,33895,12/6/2023,5,893,12/8/2023,12/20/2023,4465,62
SO74281,2900,30905,12/20/2023,1,174,12/22/2023,1/3/2024,174,37
SO74282,4322,30341,1/16/2023,5,244,1/18/2023,1/30/2023,1220,19
SO74283,4081,14179,3/12/2023,2,688,3/14/2023,3/26/2023,1376,1
SO74284,4890,13069,4/26/2023,4,805,4/28/2023,5/10/2023,3220,11
SO74285,3373,33219,10/28/2023,4,793,10/30/2023,11/11/2023,3172,61
SO74286,2733,23674,2/5/2023,2,322,2/7/2023,2/19/2023,644,9
SO74287,4658,27706,3/24/2023,3,964,3/26/2023,4/7/2023,2892,21
SO74288,1959,34471,7/18/2023,3,331,7/20/2023,8/1/2023,993,1
SO74289,1108,29992,8/15/2023,2,321,8/17/2023,8/29/2023,642,34
SO74290,4972,25181,12/8/2023,1,410,12/10/2023,12/22/2023,410,2
SO74291,1367,29056,12/6/2023,3,205,12/8/2023,12/20/2023,615,35
SO74292,4450,19623,4/4/2023,2,230,4/6/2023,4/18/2023,460,41
SO74293,1016,32784,8/24/2023,1,225,8/26/2023,9/7/2023,225,27
SO74294,1812,15315,8/13/2023,2,346,8/15/2023,8/27/2023,692,61
SO74295,3926,24636,9/18/2023,1,609,9/20/2023,10/2/2023,609,6
SO74296,2724,14518,2/9/2023,5,344,2/11/2023,2/23/2023,1720,47
SO74297,635,23894,7/31/2023,1,791,8/2/2023,8/14/2023,791,3
SO74298,4339,29079,5/11/2023,2,152,5/13/2023,5/25/2023,304,82
SO74299,3367,32765,11/3/2023,5,454,11/5/2023,11/17/2023,2270,1
SO74300,5245,17035,1/31/2023,2,97,2/2/2023,2/14/2023,194,83
SO74301,1723,14849,2/14/2023,4,742,2/16/2023,2/28/2023,2968,62
SO74302,1399,24943,5/8/2023,4,603,5/10/2023,5/22/2023,2412,16
SO74303,1425,34824,11/19/2023,3,875,11/21/2023,12/3/2023,2625,69
SO74304,840,14620,7/18/2023,2,754,7/20/2023,8/1/2023,1508,83
SO74305,578,32416,11/19/2023,3,66,11/21/2023,12/3/2023,198,83
SO74306,2372,17124,4/28/2023,1,297,4/30/2023,5/12/2023,297,73
SO74307,1659,27230,6/24/2023,5,114,6/26/2023,7/8/2023,570,36
SO74308,4621,27290,11/5/2023,2,555,11/7/2023,11/19/2023,1110,25
SO74309,4226,13137,4/13/2023,4,234,4/15/2023,4/27/2023,936,44
SO74310,3790,13024,4/9/2023,3,956,4/11/2023,4/23/2023,2868,50
SO74311,1598,30631,12/22/2023,5,854,12/24/2023,1/5/2024,4270,20
SO74312,570,28527,5/21/2023,2,113,5/23/2023,6/4/2023,226,93
SO74313,2342,16410,5/22/2023,5,223,5/24/2023,6/5/2023,1115,56
SO74314,1176,27300,6/7/2023,1,211,6/9/2023,6/21/2023,211,30
SO74315,5362,28105,6/30/2023,5,874,7/2/2023,7/14/2023,4370,59
SO74316,2477,27957,12/12/2023,5,636,12/14/2023,12/26/2023,3180,66
SO74317,4536,11995,7/16/2023,2,880,7/18/2023,7/30/2023,1760,64
SO74318,3716,29349,10/5/2023,4,385,10/7/2023,10/19/2023,1540,22
SO74319,2489,32003,11/4/2023,4,840,11/6/2023,11/18/2023,3360,74
SO74320,4711,21478,9/22/2023,5,32,9/24/2023,10/6/2023,160,58
SO74321,839,13401,5/7/2023,1,988,5/9/2023,5/21/2023,988,5
SO74322,557,23373,6/10/2023,3,539,6/12/2023,6/24/2023,1617,77
SO74323,3774,26973,4/1/2023,1,340,4/3/2023,4/15/2023,340,6
SO74324,3910,25637,8/8/2023,4,982,8/10/2023,8/22/2023,3928,56
SO74325,922,12425,9/15/2023,3,810,9/17/2023,9/29/2023,2430,63
SO74326,4246,23142,3/3/2023,4,750,3/5/2023,3/17/2023,3000,28
SO74327,5127,22032,1/25/2023,3,521,1/27/2023,2/8/2023,1563,48
SO74328,3956,28118,1/1/2024,2,159,1/3/2024,1/15/2024,318,5
SO74329,5417,20694,9/27/2023,4,814,9/29/2023,10/11/2023,3256,14
SO74330,4134,18407,9/3/2023,2,137,9/5/2023,9/17/2023,274,71
SO74331,1382,23834,6/27/2023,1,507,6/29/2023,7/11/2023,507,16
SO74332,2337,13116,6/3/2023,1,310,6/5/2023,6/17/2023,310,69
SO74333,1358,33070,11/15/2023,5,122,11/17/2023,11/29/2023,610,20
SO74334,2327,13512,1/9/2023,3,158,1/11/2023,1/23/2023,474,72
SO74335,2550,27957,8/6/2023,4,663,8/8/2023,8/20/2023,2652,33
SO74336,4576,14681,7/19/2023,4,790,7/21/2023,8/2/2023,3160,18
SO74337,4208,14204,1/3/2023,4,609,1/5/2023,1/17/2023,2436,81
SO74338,2297,16239,7/27/2023,5,684,7/29/2023,8/10/2023,3420,71
SO74339,4167,24159,2/12/2023,4,615,2/14/2023,2/26/2023,2460,71
SO74340,1064,12616,6/1/2023,2,619,6/3/2023,6/15/2023,1238,22
SO74341,884,33083,8/22/2023,3,828,8/24/2023,9/5/2023,2484,31
SO74342,2692,26272,4/10/2023,5,458,4/12/2023,4/24/2023,2290,64
SO74343,4753,13302,4/1/2023,2,408,4/3/2023,4/15/2023,816,5
SO74344,5387,22004,8/18/2023,1,401,8/20/2023,9/1/2023,401,38
SO74345,1866,26723,7/17/2023,4,973,7/19/2023,7/31/2023,3892,33
SO74346,1642,27866,10/25/2023,2,201,10/27/2023,11/8/2023,402,14
SO74347,4831,26248,9/11/2023,4,851,9/13/2023,9/25/2023,3404,98
SO74348,5429,31898,11/18/2023,2,610,11/20/2023,12/2/2023,1220,86
SO74349,1772,22135,7/16/2023,3,474,7/18/2023,7/30/2023,1422,33
SO74350,2779,32514,3/14/2023,4,303,3/16/2023,3/28/2023,1212,73
SO74351,3402,14872,3/3/2023,3,793,3/5/2023,3/17/2023,2379,27
SO74352,2807,24452,1/17/2023,1,607,1/19/2023,1/31/2023,607,10
SO74353,5497,17749,2/8/2023,2,853,2/10/2023,2/22/2023,1706,20
SO74354,4008,15834,5/18/2023,3,832,5/20/2023,6/1/2023,2496,57
SO74355,5437,17125,9/2/2023,4,196,9/4/2023,9/16/2023,784,91
SO74356,1515,26028,10/10/2023,1,338,10/12/2023,10/24/2023,338,89
SO74357,3064,28214,10/22/2023,3,521,10/24/2023,11/5/2023,1563,29
SO74358,3775,21565,11/30/2023,4,85,12/2/2023,12/14/2023,340,55
SO74359,2291,25116,1/25/2023,4,890,1/27/2023,2/8/2023,3560,37
SO74360,5387,21320,10/9/2023,4,933,10/11/2023,10/23/2023,3732,6
SO74361,5033,25981,6/8/2023,1,563,6/10/2023,6/22/2023,563,46
SO74362,5499,16424,8/24/2023,2,377,8/26/2023,9/7/2023,754,60
SO74363,1881,16135,11/13/2023,3,752,11/15/2023,11/27/2023,2256,82
SO74364,1211,14470,9/25/2023,2,915,9/27/2023,10/9/2023,1830,7
SO74365,2547,25536,6/12/2023,5,111,6/14/2023,6/26/2023,555,50
SO74366,1092,25458,11/23/2023,2,193,11/25/2023,12/7/2023,386,52
SO74367,5146,28941,12/24/2023,2,724,12/26/2023,1/7/2024,1448,66
SO74368,855,34077,9/4/2023,2,279,9/6/2023,9/18/2023,558,85
SO74369,4860,16922,10/26/2023,2,636,10/28/2023,11/9/2023,1272,52
SO74370,1568,27077,6/19/2023,2,819,6/21/2023,7/3/2023,1638,52
SO74371,4383,20083,11/21/2023,3,229,11/23/2023,12/5/2023,687,15
SO74372,4022,12978,11/30/2023,5,451,12/2/2023,12/14/2023,2255,90
SO74373,2373,17783,8/29/2023,5,178,8/31/2023,9/12/2023,890,63
SO74374,2822,22713,5/20/2023,1,200,5/22/2023,6/3/2023,200,1
SO74375,3865,22032,7/17/2023,2,868,7/19/2023,7/31/2023,1736,48
SO74376,954,10131,4/25/2023,3,790,4/27/2023,5/9/2023,2370,15
SO74377,524,14801,2/19/2023,4,315,2/21/2023,3/5/2023,1260,34
SO74378,5049,31167,2/15/2023,3,590,2/17/2023,3/1/2023,1770,56
SO74379,1021,13372,12/3/2023,1,592,12/5/2023,12/17/2023,592,30
SO74380,3124,24828,11/13/2023,1,378,11/15/2023,11/27/2023,378,65
SO74381,3240,18973,2/1/2023,3,256,2/3/2023,2/15/2023,768,28
SO74382,1733,27544,1/5/2023,1,181,1/7/2023,1/19/2023,181,75
SO74383,2061,17824,4/6/2023,1,40,4/8/2023,4/20/2023,40,41
SO74384,4380,10577,1/9/2023,3,238,1/11/2023,1/23/2023,714,60
SO74385,5314,24083,7/3/2023,4,92,7/5/2023,7/17/2023,368,86
SO74386,2929,31330,3/17/2023,4,345,3/19/2023,3/31/2023,1380,67
SO74387,4416,14300,4/18/2023,2,874,4/20/2023,5/2/2023,1748,62
SO74388,1918,32023,1/8/2023,2,831,1/10/2023,1/22/2023,1662,93
SO74389,1521,17876,4/4/2023,2,362,4/6/2023,4/18/2023,724,83
SO74390,1194,21021,9/23/2023,4,441,9/25/2023,10/7/2023,1764,72
SO74391,503,10456,7/28/2023,5,563,7/30/2023,8/11/2023,2815,63
SO74392,2714,34319,8/12/2023,1,899,8/14/2023,8/26/2023,899,95
SO74393,1438,19654,11/7/2023,1,918,11/9/2023,11/21/2023,918,25
SO74394,5430,16421,10/10/2023,1,902,10/12/2023,10/24/2023,902,22
SO74395,4344,23603,4/21/2023,4,129,4/23/2023,5/5/2023,516,42
SO74396,4870,29779,4/14/2023,4,744,4/16/2023,4/28/2023,2976,21
SO74397,2990,10184,3/17/2023,2,605,3/19/2023,3/31/2023,1210,67
SO74398,3825,22371,3/25/2023,2,529,3/27/2023,4/8/2023,1058,58
SO74399,1660,14241,11/1/2023,1,775,11/3/2023,11/15/2023,775,7
SO74400,3800,25194,4/6/2023,2,302,4/8/2023,4/20/2023,604,26
SO74401,4238,25823,9/17/2023,1,312,9/19/2023,10/1/2023,312,42
SO74402,2759,34506,12/25/2023,4,115,12/27/2023,1/8/2024,460,31
SO74403,2161,34683,5/26/2023,2,46,5/28/2023,6/9/2023,92,5
SO74404,5422,25554,11/20/2023,1,944,11/22/2023,12/4/2023,944,97
SO74405,4397,19760,11/10/2023,1,549,11/12/2023,11/24/2023,549,87
SO74406,4284,17972,10/5/2023,1,273,10/7/2023,10/19/2023,273,53
SO74407,1267,33177,10/17/2023,3,924,10/19/2023,10/31/2023,2772,72
SO74408,2136,25505,9/27/2023,5,122,9/29/2023,10/11/2023,610,42
SO74409,2808,29109,3/28/2023,3,631,3/30/2023,4/11/2023,1893,53
SO74410,2943,13669,6/4/2023,2,142,6/6/2023,6/18/2023,284,10
SO74411,3019,12066,12/5/2023,4,718,12/7/2023,12/19/2023,2872,26
SO74412,1401,25737,2/15/2023,2,995,2/17/2023,3/1/2023,1990,11
SO74413,2135,20956,2/4/2023,1,587,2/6/2023,2/18/2023,587,80
SO74414,3730,14422,2/3/2023,2,905,2/5/2023,2/17/2023,1810,38
SO74415,5001,15972,2/15/2023,3,881,2/17/2023,3/1/2023,2643,1
SO74416,1880,29052,1/9/2023,4,65,1/11/2023,1/23/2023,260,57
SO74417,3048,24630,10/6/2023,1,439,10/8/2023,10/20/2023,439,14
SO74418,649,14504,4/22/2023,2,923,4/24/2023,5/6/2023,1846,7
SO74419,4705,13020,6/25/2023,5,577,6/27/2023,7/9/2023,2885,9
SO74420,3518,31867,3/8/2023,3,231,3/10/2023,3/22/2023,693,98
SO74421,2151,19293,7/8/2023,4,661,7/10/2023,7/22/2023,2644,66
SO74422,3415,24954,10/24/2023,2,579,10/26/2023,11/7/2023,1158,64
SO74423,1103,19421,9/27/2023,4,823,9/29/2023,10/11/2023,3292,57
SO74424,5299,29747,3/31/2023,1,777,4/2/2023,4/14/2023,777,90
SO74425,1706,13553,5/1/2023,1,118,5/3/2023,5/15/2023,118,67
SO74426,4164,20937,5/4/2023,2,110,5/6/2023,5/18/2023,220,34
SO74427,620,26517,6/6/2023,3,769,6/8/2023,6/20/2023,2307,99
SO74428,913,20381,4/1/2023,1,721,4/3/2023,4/15/2023,721,42
SO74429,5216,34715,7/23/2023,2,526,7/25/2023,8/6/2023,1052,88
SO74430,2333,23010,11/30/2023,2,101,12/2/2023,12/14/2023,202,5
SO74431,3426,29061,10/30/2023,3,338,11/1/2023,11/13/2023,1014,50
SO74432,5406,20589,6/14/2023,5,412,6/16/2023,6/28/2023,2060,64
SO74433,1897,25660,1/20/2023,3,24,1/22/2023,2/3/2023,72,41
SO74434,1386,31161,3/18/2023,4,553,3/20/2023,4/1/2023,2212,18
SO74435,1931,17430,11/28/2023,2,607,11/30/2023,12/12/2023,1214,47
SO74436,4623,33244,10/22/2023,1,673,10/24/2023,11/5/2023,673,53
SO74437,3810,23746,5/13/2023,1,841,5/15/2023,5/27/2023,841,58
SO74438,4843,13106,8/19/2023,2,694,8/21/2023,9/2/2023,1388,53
SO74439,1064,21060,3/19/2023,1,298,3/21/2023,4/2/2023,298,56
SO74440,3816,22286,4/28/2023,4,440,4/30/2023,5/12/2023,1760,31
SO74441,1458,14511,1/19/2023,1,293,1/21/2023,2/2/2023,293,22
SO74442,4965,13953,8/19/2023,2,825,8/21/2023,9/2/2023,1650,36
SO74443,3365,16668,8/13/2023,4,955,8/15/2023,8/27/2023,3820,68
SO74444,4184,33525,10/10/2023,4,359,10/12/2023,10/24/2023,1436,31
SO74445,2653,24231,10/30/2023,1,581,11/1/2023,11/13/2023,581,26
SO74446,5414,29289,3/27/2023,3,80,3/29/2023,4/10/2023,240,76
SO74447,1852,21280,9/17/2023,3,895,9/19/2023,10/1/2023,2685,47
SO74448,3989,15427,6/19/2023,4,698,6/21/2023,7/3/2023,2792,75
SO74449,4229,12038,3/29/2023,4,96,3/31/2023,4/12/2023,384,37
SO74450,1328,32201,1/3/2023,4,292,1/5/2023,1/17/2023,1168,44
SO74451,3395,24591,5/29/2023,1,420,5/31/2023,6/12/2023,420,7
SO74452,2782,34459,1/29/2023,1,776,1/31/2023,2/12/2023,776,89
SO74453,839,18421,10/26/2023,5,258,10/28/2023,11/9/2023,1290,42
SO74454,1987,10728,2/18/2023,4,152,2/20/2023,3/4/2023,608,37
SO74455,3194,12304,7/8/2023,3,992,7/10/2023,7/22/2023,2976,26
SO74456,3597,13677,11/10/2023,4,128,11/12/2023,11/24/2023,512,67
SO74457,703,33176,9/3/2023,4,364,9/5/2023,9/17/2023,1456,2
SO74458,2942,20505,7/13/2023,1,258,7/15/2023,7/27/2023,258,85
SO74459,4491,20374,12/26/2023,2,276,12/28/2023,1/9/2024,552,57
SO74460,3270,14578,9/8/2023,2,378,9/10/2023,9/22/2023,756,2
SO74461,2658,14593,8/16/2023,4,39,8/18/2023,8/30/2023,156,62
SO74462,1007,19926,2/6/2023,1,813,2/8/2023,2/20/2023,813,1
SO74463,4344,30162,7/27/2023,2,271,7/29/2023,8/10/2023,542,4
SO74464,3757,10649,9/18/2023,2,42,9/20/2023,10/2/2023,84,51
SO74465,875,31203,11/9/2023,3,140,11/11/2023,11/23/2023,420,95
SO74466,5199,27829,1/8/2023,3,40,1/10/2023,1/22/2023,120,43
SO74467,3324,14223,12/28/2023,5,130,12/30/2023,1/11/2024,650,76
SO74468,5177,33383,5/23/2023,5,759,5/25/2023,6/6/2023,3795,95
SO74469,3296,29246,2/2/2023,2,263,2/4/2023,2/16/2023,526,39
SO74470,1332,13241,5/11/2023,5,421,5/13/2023,5/25/2023,2105,28
SO74471,2903,21085,10/19/2023,2,679,10/21/2023,11/2/2023,1358,67
SO74472,3813,20601,12/22/2023,1,675,12/24/2023,1/5/2024,675,17
SO74473,3240,12289,3/5/2023,3,627,3/7/2023,3/19/2023,1881,48
SO74474,652,27743,2/26/2023,1,940,2/28/2023,3/12/2023,940,94
SO74475,3017,31963,1/13/2023,2,372,1/15/2023,1/27/2023,744,69
SO74476,3413,15954,8/26/2023,5,739,8/28/2023,9/9/2023,3695,44
SO74477,609,26240,10/19/2023,1,539,10/21/2023,11/2/2023,539,73
SO74478,2176,20655,7/16/2023,5,26,7/18/2023,7/30/2023,130,56
SO74479,1270,29102,10/29/2023,5,117,10/31/2023,11/12/2023,585,8
SO74480,3909,10556,1/29/2023,1,922,1/31/2023,2/12/2023,922,30
SO74481,2286,32915,1/3/2023,1,599,1/5/2023,1/17/2023,599,71
SO74482,4917,13149,3/25/2023,5,51,3/27/2023,4/8/2023,255,97
SO74483,5323,14556,6/2/2023,5,399,6/4/2023,6/16/2023,1995,4
SO74484,2591,19872,4/17/2023,5,41,4/19/2023,5/1/2023,205,65
SO74485,2100,33805,3/3/2023,3,325,3/5/2023,3/17/2023,975,96
SO74486,1682,26606,6/10/2023,4,513,6/12/2023,6/24/2023,2052,14
SO74487,527,18458,8/15/2023,5,970,8/17/2023,8/29/2023,4850,55
SO74488,3591,13768,4/26/2023,5,276,4/28/2023,5/10/2023,1380,61
SO74489,4374,24354,6/6/2023,5,834,6/8/2023,6/20/2023,4170,52
SO74490,4886,24827,3/15/2023,3,853,3/17/2023,3/29/2023,2559,34
SO74491,963,22601,9/7/2023,2,968,9/9/2023,9/21/2023,1936,88
SO74492,5215,32811,10/9/2023,1,599,10/11/2023,10/23/2023,599,7
SO74493,3314,12936,9/19/2023,1,978,9/21/2023,10/3/2023,978,77
SO74494,4805,16382,3/30/2023,2,295,4/1/2023,4/13/2023,590,4
SO74495,3342,11274,11/20/2023,1,967,11/22/2023,12/4/2023,967,3
SO74496,1186,25650,8/1/2023,2,847,8/3/2023,8/15/2023,1694,60
SO74497,3501,33863,4/12/2023,2,287,4/14/2023,4/26/2023,574,35
SO74498,3248,26028,10/18/2023,4,585,10/20/2023,11/1/2023,2340,51
SO74499,4538,14432,5/19/2023,5,692,5/21/2023,6/2/2023,3460,22
SO74500,3700,17036,1/25/2023,1,910,1/27/2023,2/8/2023,910,100
SO74501,5394,26137,12/14/2023,3,210,12/16/2023,12/28/2023,630,69
SO74502,3831,15789,7/11/2023,4,805,7/13/2023,7/25/2023,3220,87
SO74503,3462,31048,5/14/2023,3,315,5/16/2023,5/28/2023,945,70
SO74504,3282,20745,10/2/2023,5,526,10/4/2023,10/16/2023,2630,46
SO74505,1844,23356,1/5/2023,5,854,1/7/2023,1/19/2023,4270,63
SO74506,1841,11291,7/9/2023,2,314,7/11/2023,7/23/2023,628,45
SO74507,2634,33571,1/12/2023,5,551,1/14/2023,1/26/2023,2755,23
SO74508,4032,19372,7/23/2023,3,399,7/25/2023,8/6/2023,1197,79
SO74509,4996,21732,7/19/2023,3,624,7/21/2023,8/2/2023,1872,36
SO74510,4721,12618,11/14/2023,2,973,11/16/2023,11/28/2023,1946,30
SO74511,2927,33194,2/18/2023,2,818,2/20/2023,3/4/2023,1636,17
SO74512,1493,26602,7/11/2023,3,81,7/13/2023,7/25/2023,243,70
SO74513,1080,10189,5/18/2023,5,899,5/20/2023,6/1/2023,4495,71
SO74514,4124,25493,2/2/2023,4,658,2/4/2023,2/16/2023,2632,46
SO74515,4514,13901,3/6/2023,5,160,3/8/2023,3/20/2023,800,15
SO74516,4739,18153,12/31/2023,4,615,1/2/2024,1/14/2024,2460,82
SO74517,1856,10836,8/8/2023,3,931,8/10/2023,8/22/2023,2793,23
SO74518,4077,19284,2/3/2023,4,580,2/5/2023,2/17/2023,2320,96
SO74519,4864,22750,1/31/2023,4,54,2/2/2023,2/14/2023,216,67
SO74520,1051,29959,5/8/2023,1,981,5/10/2023,5/22/2023,981,16
SO74521,4239,24238,4/17/2023,4,804,4/19/2023,5/1/2023,3216,17
SO74522,4964,14998,3/30/2023,1,187,4/1/2023,4/13/2023,187,82
SO74523,2759,18901,7/16/2023,5,976,7/18/2023,7/30/2023,4880,70
SO74524,2291,21222,2/27/2023,3,674,3/1/2023,3/13/2023,2022,86
SO74525,3966,14299,5/16/2023,2,794,5/18/2023,5/30/2023,1588,43
SO74526,4681,10245,1/15/2023,3,435,1/17/2023,1/29/2023,1305,49
SO74527,3533,22024,3/23/2023,5,982,3/25/2023,4/6/2023,4910,36
SO74528,1151,29337,5/19/2023,3,81,5/21/2023,6/2/2023,243,70
SO74529,2172,17681,3/18/2023,3,224,3/20/2023,4/1/2023,672,23
SO74530,1860,11966,1/26/2023,5,663,1/28/2023,2/9/2023,3315,11
SO74531,1563,31520,9/14/2023,4,334,9/16/2023,9/28/2023,1336,79
SO74532,3079,17147,2/1/2023,5,201,2/3/2023,2/15/2023,1005,18
SO74533,3669,24704,9/9/2023,3,495,9/11/2023,9/23/2023,1485,90
SO74534,4554,34020,11/10/2023,3,526,11/12/2023,11/24/2023,1578,25
SO74535,924,15045,4/10/2023,1,630,4/12/2023,4/24/2023,630,89
SO74536,4197,32067,4/18/2023,3,460,4/20/2023,5/2/2023,1380,95
SO74537,4397,28729,2/23/2023,2,971,2/25/2023,3/9/2023,1942,32
SO74538,2959,21834,10/29/2023,3,185,10/31/2023,11/12/2023,555,42
SO74539,1965,26436,2/16/2023,2,679,2/18/2023,3/2/2023,1358,12
SO74540,4749,18408,7/24/2023,2,339,7/26/2023,8/7/2023,678,9
SO74541,4437,30766,10/1/2023,1,187,10/3/2023,10/15/2023,187,28
SO74542,4654,27306,6/27/2023,5,781,6/29/2023,7/11/2023,3905,49
SO74543,4473,16374,11/19/2023,5,717,11/21/2023,12/3/2023,3585,84
SO74544,2890,18850,10/24/2023,3,562,10/26/2023,11/7/2023,1686,91
SO74545,3179,19410,8/30/2023,5,137,9/1/2023,9/13/2023,685,37
SO74546,3509,24922,7/3/2023,4,274,7/5/2023,7/17/2023,1096,29
SO74547,5497,27101,10/14/2023,4,936,10/16/2023,10/28/2023,3744,12
SO74548,736,33524,11/26/2023,4,843,11/28/2023,12/10/2023,3372,86
SO74549,3157,17599,11/20/2023,5,930,11/22/2023,12/4/2023,4650,46
SO74550,3237,29532,2/19/2023,3,788,2/21/2023,3/5/2023,2364,20
SO74551,4811,13946,10/23/2023,2,196,10/25/2023,11/6/2023,392,54
SO74552,2071,26440,2/24/2023,2,282,2/26/2023,3/10/2023,564,76
SO74553,3745,33063,6/16/2023,2,379,6/18/2023,6/30/2023,758,21
SO74554,5485,33174,8/8/2023,1,645,8/10/2023,8/22/2023,645,40
SO74555,4550,34069,4/25/2023,4,344,4/27/2023,5/9/2023,1376,59
SO74556,3859,13759,3/11/2023,5,141,3/13/2023,3/25/2023,705,30
SO74557,3056,24391,3/7/2023,1,867,3/9/2023,3/21/2023,867,93
SO74558,1250,12642,5/2/2023,3,632,5/4/2023,5/16/2023,1896,8
SO74559,2390,18589,9/6/2023,5,200,9/8/2023,9/20/2023,1000,70
SO74560,3727,10970,2/27/2023,4,567,3/1/2023,3/13/2023,2268,45
SO74561,1506,29386,3/29/2023,4,123,3/31/2023,4/12/2023,492,46
SO74562,3142,10850,3/5/2023,5,603,3/7/2023,3/19/2023,3015,100
SO74563,3844,12282,6/3/2023,3,271,6/5/2023,6/17/2023,813,58
SO74564,3181,27967,2/28/2023,1,389,3/2/2023,3/14/2023,389,94
SO74565,1224,20960,4/28/2023,1,381,4/30/2023,5/12/2023,381,77
SO74566,1290,20570,7/23/2023,5,797,7/25/2023,8/6/2023,3985,96
SO74567,2360,32727,9/26/2023,2,372,9/28/2023,10/10/2023,744,37
SO74568,4137,17293,12/12/2023,2,834,12/14/2023,12/26/2023,1668,31
SO74569,4015,15879,11/8/2023,3,605,11/10/2023,11/22/2023,1815,33
SO74570,3795,29916,6/20/2023,5,908,6/22/2023,7/4/2023,4540,56
SO74571,744,15754,1/22/2023,5,462,1/24/2023,2/5/2023,2310,59
SO74572,4411,12292,7/10/2023,1,942,7/12/2023,7/24/2023,942,80
SO74573,4700,25209,8/25/2023,4,693,8/27/2023,9/8/2023,2772,44
SO74574,1178,10674,6/18/2023,2,728,6/20/2023,7/2/2023,1456,16
SO74575,4148,17239,8/24/2023,5,150,8/26/2023,9/7/2023,750,2
